ID,Created_At,Text,Author,Flesch_Readability,Flesch_Grade,Gunning_FOG_Score,Automated_Readability_Index,Coleman_Liau_Index,Linsear_Write_Score,Dale_Chall_Readability
8.43776582825267E+017,2017-03-20 10:49:48,The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College and lost!,realDonaldTrump,50.84,9.2,25.1333333333,7.7,10.37,5.5,11.47
8.43772976151642E+017,2017-03-20 10:35:28,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,realDonaldTrump,59.8,7.8,23.9913043478,6.8,9.26,4.75,11.07
8.43090516283724E+017,2017-03-18 13:23:37,"vast sums of money to NATO and the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!",realDonaldTrump,54.56,11.9,28,12.2,9,12.5,11.19
8.43088518339613E+017,2017-03-18 13:15:41,"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes.",realDonaldTrump,60.31,7.6,22.7636363636,8.5,11.58,5,10.64
8.42739155230741E+017,2017-03-17 14:07:26,"""The President Changed. So Has Small Businesses' Confidence""",realDonaldTrump,50.5,7.2,23.6,11.8,15.2,1.5,11.73
8.42724011234791E+017,2017-03-17 13:07:15,"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",realDonaldTrump,81.29,3.7,20.0380952381,4.5,7.66,2.5,10
8.42710123852321E+017,2017-03-17 12:12:04,Happy L Fheile Phadraig to all of my great Irish friends!,realDonaldTrump,102.61,1.7,20.9454545455,4.2,6.3,4.5,9.92
8.4250664912228E+017,2017-03-16 22:43:32,My representatives had a great meeting with the Hispanic Chamber of Commerce at the WH today. Look forward to tremendous growth and future mtgs!,realDonaldTrump,67.76,6.8,21.8,8.3,11.06,5.5,10.15
8.42494190990901E+017,2017-03-16 21:54:02,Great progress on healthcare. Improvements being made - Republicans coming together!,realDonaldTrump,24.1,11.1,28,15.9,21.2,2.75,13.36
8.42164356297175E+017,2017-03-16 00:03:23,"In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN!",realDonaldTrump,42.04,8.4,23.6,8.8,11.6,1.5,11.73
8.41985915778142E+017,2017-03-15 12:14:20,CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!,realDonaldTrump,75.71,5.8,18.2,6.7,8.74,6.75,8.68
8.41974528683192E+017,2017-03-15 11:29:05,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!",realDonaldTrump,82,3.4,21.3621052632,5.3,8.46,2.1666666667,10.6
8.41970726341075E+017,2017-03-15 11:13:58,"Will be going to Detroit, Michigan (love), today for a big meeting on bringing back car production to State and U.S. Already happening!",realDonaldTrump,65.05,9.9,25.1130434783,13.2,11.49,11.5,10.27
8.4168343139847E+017,2017-03-14 16:12:22,Great optimism in America  and the results will be even better!,realDonaldTrump,60.31,7.6,24.5818181818,6.3,8.97,5.5,11.36
8.41392683625173E+017,2017-03-13 20:57:02,Proud to welcome our great Cabinet this afternoon for our first meeting. Unfortunately 4 seats were empty because Senate Dems are delaying!,realDonaldTrump,51.85,8.8,22.7636363636,9.3,12.62,5,10.64
8.41275470796739E+017,2017-03-13 13:11:17,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.",realDonaldTrump,79.97,4.2,13.32,3.5,6.17,3.8333333333,7.21
8.41270741060465E+017,2017-03-13 12:52:29,"It is amazing how rude much of the media is to my very hard working representatives. Be nice, you will do much better!",realDonaldTrump,76.72,5.4,17.0347826087,4,5.72,5.25,8.33
8.40572799202783E+017,2017-03-11 14:39:07,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,realDonaldTrump,55.61,7.3,21.2836363636,7.3,10.91,3.3333333333,10.46
8.39968149890077E+017,2017-03-09 22:36:27,'U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' ,realDonaldTrump,60.31,7.6,28.2181818182,8,11.06,4.5,12.79
8.39883804315685E+017,2017-03-09 17:01:17,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",realDonaldTrump,83.66,4.8,19.5076923077,5.7,7.24,5.5,9.14
8.39448469374894E+017,2017-03-08 12:11:25,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,realDonaldTrump,36.28,12.7,31.4222222222,16.6,18.21,9,13.3
8.39433951957697E+017,2017-03-08 11:13:44,"On International Women's Day, join me in honoring the critical role of women here in America and around the world.",realDonaldTrump,51.18,11.1,26,10.9,10.27,12,10.94
8.39433678275154E+017,2017-03-08 11:12:39,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,realDonaldTrump,55.58,11.5,26.6,10.8,7.9,13,10.75
8.39116941956641E+017,2017-03-07 14:14:03,"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!",realDonaldTrump,92.12,3.6,14.8923076923,5.9,7.47,5.5,7.32
8.39110000870109E+017,2017-03-07 13:46:28,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,realDonaldTrump,75.71,5.8,18.2,5.5,7.35,6.25,8.68
8.39086723552412E+017,2017-03-07 12:13:59,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,realDonaldTrump,51.85,8.8,22.7636363636,8.5,11.58,5.75,10.64
8.3908426899123E+017,2017-03-07 12:04:13,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!",realDonaldTrump,36.45,10.5,28.9578947368,12.8,17.25,4.25,13.25
8.38899465390019E+017,2017-03-06 23:49:53,There is an incredible spirit of optimism sweeping the country right nowwe're bringing back the JOBS!,realDonaldTrump,55.24,9.5,25.9,11.9,13.63,8,11.34
8.38862312685638E+017,2017-03-06 21:22:15,"45,000 construction and manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",realDonaldTrump,66.4,5.2,22,8.6,12.21,2,10.99
8.38861512999649E+017,2017-03-06 21:19:04,'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program',realDonaldTrump,11.58,13.9,36.7111111111,20.2,26.71,4.5,16.36
8.3844152254677E+017,2017-03-05 17:30:11,Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!,realDonaldTrump,71.82,5.2,22.7,7.9,11.85,3.5,10.94
8.38351476401521E+017,2017-03-05 11:32:22,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,realDonaldTrump,92.12,3.6,21.0461538462,5.2,6.6,5.5,9.75
8.38016045222854E+017,2017-03-04 13:19:29,"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show",realDonaldTrump,68.26,6.6,20.5130434783,8.5,11.29,5.75,9.7
8.37996746236183E+017,2017-03-04 12:02:48,How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!,realDonaldTrump,63.66,6.3,20.732173913,5.5,8.83,3.1666666667,10.2
8.37994257566863E+017,2017-03-04 11:52:54,"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!",realDonaldTrump,69.45,10.3,23.1703703704,11.9,7.49,13.5,9.07
8.37993273679561E+017,2017-03-04 11:49:00,"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",realDonaldTrump,87.72,3.3,17.4518518519,2.9,5.42,3.5,8.76
8.37991759045079E+017,2017-03-04 11:42:59,"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone.",realDonaldTrump,65.05,9.9,25.1130434783,12,9.99,12.5,10.27
8.37989835818287E+017,2017-03-04 11:35:20,"Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!",realDonaldTrump,77.23,5.2,22.7636363636,8,11.06,4.5,10.64
8.37987684660413E+017,2017-03-04 11:26:47,The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs,realDonaldTrump,65.05,9.9,25.1130434783,12.6,10.74,13.5,10.27
8.37770149767827E+017,2017-03-03 21:02:23,"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it.",realDonaldTrump,51.18,11.1,28,10.9,10.27,11,11.73
8.37766616603587E+017,2017-03-03 20:48:21,We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando.,realDonaldTrump,69.28,6.2,19.5333333333,5.3,7.75,5.25,9.42
8.3763848865692E+017,2017-03-03 12:19:12,It is so pathetic that the Dems have still not approved my full Cabinet.,realDonaldTrump,82.65,5.2,16.1714285714,5.4,6.55,6,7.71
8.37492425283219E+017,2017-03-03 02:38:48,"is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",realDonaldTrump,79.77,4.2,17.1647058824,3.9,6.57,3.75,8.7
8.37491607171629E+017,2017-03-03 02:35:33,"to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story",realDonaldTrump,88.74,2.9,13.5333333333,4.3,7.44,3,7.32
8.37489578193846E+017,2017-03-03 02:27:29,intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.,realDonaldTrump,33.24,13.8,27.5428571429,14.2,13.63,11.5,11.45
8.37488402438177E+017,2017-03-03 02:22:49,"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not",realDonaldTrump,79.97,4.2,16.52,3.8,6.63,3.5,8.47
8.37256338203881E+017,2017-03-02 11:00:41,"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!",realDonaldTrump,84.68,4.4,18.4666666667,6.8,9.15,5,8.84
8.36261209540289E+017,2017-02-27 17:06:23,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American people.,realDonaldTrump,62.34,6.8,23.3777777778,9.8,13.83,4,11.1
8.35946001873658E+017,2017-02-26 20:13:52,"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",realDonaldTrump,64.37,6,21.9428571429,9,13.17,2.5,10.75
8.35916511944524E+017,2017-02-26 18:16:41,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",realDonaldTrump,76.9,9.5,21.7714285714,11.1,5.81,14,8.41
8.35814988686234E+017,2017-02-26 11:33:16,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",realDonaldTrump,72.53,5,21.2836363636,7.3,10.91,2.6666666667,10.46
8.35610917568201E+017,2017-02-25 22:02:22,"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!",realDonaldTrump,84.17,4.6,19.8,6.3,8.28,6.25,9.31
8.35608648625836E+017,2017-02-25 21:53:21,I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!,realDonaldTrump,60.31,7.6,17.3090909091,8.9,12.1,5.5,8.49
8.35481237879927E+017,2017-02-25 13:27:04,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax and regulation cuts coming!",realDonaldTrump,88.74,2.9,16.8666666667,5.6,8.95,3.3333333333,8.64
8.35479283699224E+017,2017-02-25 13:19:18,The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.,realDonaldTrump,77.91,9.1,21.6888888889,11.6,7.09,13.5,8.48
8.35465719970218E+017,2017-02-25 12:25:24,Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!,realDonaldTrump,84.17,4.6,18.2,5.2,6.89,5.75,8.68
8.35173525522625E+017,2017-02-24 17:04:19,Trump vows to fight 'epidemic' of human trafficking ,realDonaldTrump,63.36,6.4,20.2,8.5,12.55,4,9.95
8.35106143462703E+017,2017-02-24 12:36:34,find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW,realDonaldTrump,67.76,6.8,21.8,7.6,10.14,6,10.15
8.35104946034991E+017,2017-02-24 12:31:49,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even",realDonaldTrump,59.8,7.8,20.5130434783,7.1,9.55,5.25,9.7
8.34917440450609E+017,2017-02-24 00:06:44,Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!,realDonaldTrump,63.36,6.4,27.7,7.3,11.1,3,12.92
8.34916167177371E+017,2017-02-24 00:01:40,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,realDonaldTrump,73.13,4.7,20.68,5.2,8.47,2.5,10.28
8.34899071982842E+017,2017-02-23 22:53:45,'SandP 500 Edges Higher After Trump Renews Jobs Pledge',realDonaldTrump,96.18,2.1,23.3777777778,7.7,11.22,3.5,11.1
8.34384982495941E+017,2017-02-22 12:50:56,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and CultureA great job done by amazing people!,realDonaldTrump,40.69,13.1,30.8,14.4,13.29,12,12.62
8.34377364947816E+017,2017-02-22 12:20:40,"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!",realDonaldTrump,99.06,3,13.3172413793,3.5,3.94,6.25,6.53
8.34181712783561E+017,2017-02-21 23:23:13,"The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!",realDonaldTrump,33.24,13.8,29.4476190476,15.1,14.74,11.5,12.2
8.34142323881685E+017,2017-02-21 20:46:42,'Americans overwhelmingly oppose sanctuary cities',realDonaldTrump,-60.5,22.9,44,24.4,31.64,3.5,19.67
8.33838311315763E+017,2017-02-21 00:38:40,"Congratulations to our new National Security Advisor, General H.R. McMaster. Video: ",realDonaldTrump,26.47,12.3,31.8545454545,15.3,20.05,6.5,14.23
8.33783438922629E+017,2017-02-20 21:00:37,Just named General H.R. McMaster National Security Advisor.,realDonaldTrump,33.58,9.6,33.6,11.2,14.5,1.5,15.68
8.33686030679208E+017,2017-02-20 14:33:33,HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!,realDonaldTrump,38.99,9.6,27.6571428571,9.7,14.04,4,13.01
8.33681539997254E+017,2017-02-20 14:15:42,Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,realDonaldTrump,63.02,10.7,23.2,12.5,9.46,15,9.3
8.32950628750127E+017,2017-02-18 13:51:20,"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!",realDonaldTrump,90.77,2.1,17.7333333333,3.6,6.25,2,9.2
8.32945737625387E+017,2017-02-18 13:31:53,Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,realDonaldTrump,79.56,4.3,16.2492307692,3.7,6.28,3.6666666667,8.32
8.3274216543658E+017,2017-02-18 00:02:58,Looking forward to the Florida rally tomorrow. Big crowd expected!,realDonaldTrump,57.94,6.4,28,7.9,11.34,1.5,13.36
8.32730328108134E+017,2017-02-17 23:15:56,"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",realDonaldTrump,55.91,7.2,21.9428571429,8.8,12.94,3.1666666667,10.75
8.32579442790773E+017,2017-02-17 13:16:22,"General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others.",realDonaldTrump,82.98,7.2,18.0727272727,8,5.4,11.5,7.6
8.32555987299082E+017,2017-02-17 11:43:10,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,realDonaldTrump,71.82,5.2,18.5333333333,5.1,8.43,3,9.3
8.32554772318323E+017,2017-02-17 11:38:20,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",realDonaldTrump,87.21,3.5,14.2210526316,5.1,7.8,4.25,7.43
8.32533430168609E+017,2017-02-17 10:13:32,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",realDonaldTrump,60.31,7.6,22.7636363636,7.9,10.83,5.5,10.64
8.323752302744E+017,2017-02-16 23:44:54,'Trump signs bill undoing Obama coal mining rule',realDonaldTrump,71.82,5.2,25.2,7.3,11.1,3,11.93
8.32238070460187E+017,2017-02-16 14:39:52,"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",realDonaldTrump,75.88,9.9,20.4965517241,11.1,5.53,15,7.8
8.32230758299341E+017,2017-02-16 14:10:49,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",realDonaldTrump,49.15,11.9,25.3454545455,13.8,12.53,12.5,10.47
8.32198588201595E+017,2017-02-16 12:02:59,The spotlight has finally been put on the low-life leakers! They will be caught!,realDonaldTrump,89.75,2.5,16.2285714286,4.6,7.84,2.5,8.5
8.32191485701452E+017,2017-02-16 11:34:46,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,realDonaldTrump,68.77,6.4,24.5818181818,8.7,11.87,4.75,11.36
8.3195253554407E+017,2017-02-15 19:45:16,Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport! Tickets: ,realDonaldTrump,45.76,11.1,25.2705882353,12.6,13.8,10.5,10.98
8.31904516316479E+017,2017-02-15 16:34:27,Great listening session with CEO's of the Retail Industry Leaders Association this morning!,realDonaldTrump,49.82,9.5,28.7384615385,13.7,17.1,6.5,12.78
8.31853862281699E+017,2017-02-15 13:13:10,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",realDonaldTrump,19.37,15,29.2,15.3,16.59,13,12.42
8.31846101179314E+017,2017-02-15 12:42:20,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,realDonaldTrump,55.4,7.4,23.6666666667,5.9,9.35,3.25,11.38
8.31842652085686E+017,2017-02-15 12:28:37,"Thank you to Eli Lake of The Bloomberg View - ""The NSA and FBIshould not interfere in our politicsand is"" Very serious situation for USA",realDonaldTrump,55.58,11.5,26.6,12.6,10.1,13.5,10.75
8.31837514226922E+017,2017-02-15 12:08:12,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,realDonaldTrump,35.27,13.1,34.8631578947,15.1,16.01,8.5,14.55
8.31636777110757E+017,2017-02-14 22:50:33,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace and save healthcare for ALL Americans. ",realDonaldTrump,56.62,6.9,19.2568421053,6,9.39,2.8333333333,9.77
8.31621079747723E+017,2017-02-14 21:48:10,'Remarks by President Trump at Signing of H.J. Resolution 41' ,realDonaldTrump,78.25,4.8,22,8.1,11.4,5,10.45
8.31510532318429E+017,2017-02-14 14:28:54,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,realDonaldTrump,74.69,6.2,17.7703703704,5.2,6.6,5.75,8.4
8.31169341358014E+017,2017-02-13 15:53:08,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce.,realDonaldTrump,75.54,7.9,25.6380952381,10.4,8.94,10.5,10.69
8.30904083519242E+017,2017-02-12 22:19:05,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,realDonaldTrump,60.82,7.4,25.2476190476,9.8,13.26,4.75,11.68
8.30804130692268E+017,2017-02-12 15:41:55,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,realDonaldTrump,55.24,9.5,25.9,14.8,17.22,9,11.34
8.30769247185953E+017,2017-02-12 13:23:18,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,realDonaldTrump,88.02,3.1,17.7876923077,3.7,6.28,3.6666666667,8.93
8.30764596235485E+017,2017-02-12 13:04:49,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",realDonaldTrump,63.7,8.4,23.4,7.8,8.52,7,10.35
8.30747067379233E+017,2017-02-12 11:55:10,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA and YEMEN",realDonaldTrump,76.72,5.4,29.2086956522,8.9,11.81,4.75,13.13
8.30741932099961E+017,2017-02-12 11:34:45,"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers and others are being removed!",realDonaldTrump,60.31,7.6,26.4,8.9,12.1,4.5,12.08
8.30558065715999E+017,2017-02-11 23:24:08,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",realDonaldTrump,51.85,8.8,22.7636363636,9.6,12.91,5.5,10.64
8.30552079240409E+017,2017-02-11 23:00:21,"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",realDonaldTrump,90.6,4.2,18.8344827586,4,4.52,6.25,8.71
8.30483672096768E+017,2017-02-11 18:28:31,Having a great time hosting Prime Minister Shinzo Abe in the United States!    ,realDonaldTrump,49.82,9.5,25.6615384615,7.9,9.96,5.5,11.57
8.30409522397184E+017,2017-02-11 13:33:53,"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",realDonaldTrump,63.36,6.4,18.5333333333,4.8,7.97,3.3333333333,9.3
8.30407172747989E+017,2017-02-11 13:24:32,"design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!",realDonaldTrump,84.68,4.4,13.4666666667,5.4,7.47,5.5,6.86
8.30405706255913E+017,2017-02-11 13:18:43,"I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the.",realDonaldTrump,72.5,9.1,21.6,12.1,9.58,13,8.77
8.30389130311922E+017,2017-02-11 12:12:51,"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!",realDonaldTrump,74.35,4.3,26.0181818182,6.6,9.96,1.75,12.52
8.3004249880646E+017,2017-02-10 13:15:27,"LAWFARE: ""Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute."" A disgraceful decision!",realDonaldTrump,44.41,9.6,26,9,12.56,5,12.03
8.29836231802515E+017,2017-02-09 23:35:49,"SEE YOU IN COURT, THE SECURITY OF OUR NATION IS AT STAKE!",realDonaldTrump,93.14,3.2,13.4666666667,2.6,4.05,6,6.86
8.29689436279603E+017,2017-02-09 13:52:31,"Ryan died on a winning mission ( according to General Mattis), not a ""failure."" Time for the U.S. to get smart and start winning again!",realDonaldTrump,88.74,2.9,16.8666666667,4.3,7.44,3.1666666667,8.64
8.29684271812067E+017,2017-02-09 13:31:59,"long he doesn't know how to win anymore, just look at the mess our country is in - bogged down in conflict all over the place. Our hero",realDonaldTrump,77.91,9.1,21.6888888889,10.9,6.22,14,8.48
8.29682794951475E+017,2017-02-09 13:26:07,Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so,realDonaldTrump,79.97,4.2,21.32,3.6,6.4,3.1666666667,10.36
8.29681034564342E+017,2017-02-09 13:19:08,"Chris Cuomo, in his interview with Sen. Blumenthal, never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!",realDonaldTrump,68.26,6.6,22.252173913,8.5,11.29,4.75,10.39
8.29660612452037E+017,2017-02-09 11:57:59,"Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?",realDonaldTrump,66.07,9.5,25.3454545455,15.1,14.1,12,10.47
8.29451566000243E+017,2017-02-08 22:07:18,'Trump administration seen as more truthful than news media',realDonaldTrump,62.34,6.8,18.9333333333,10.3,14.47,4.5,9.35
8.29446266111287E+017,2017-02-08 21:46:14,"'Majority in Leading EU Nations Support Trump-Style Travel Ban'  Poll of more than 10,000 people in 10 countries",realDonaldTrump,70.13,7.9,26.9777777778,12.2,12.7,9,11.55
8.29414457126314E+017,2017-02-08 19:39:51,'Immigration Ban Is One Of Trump's Most Popular Orders So Far',realDonaldTrump,68.77,6.4,17.3090909091,6.3,8.97,5.5,8.49
8.29384587482657E+017,2017-02-08 17:41:09,"Big increase in traffic into our country from certain areas, while our people are far more vulnerable, as we wait for what should be EASY D!",realDonaldTrump,62.01,11.1,27.7846153846,12.4,8.65,14,11
8.29357626798531E+017,2017-02-08 15:54:01,'16 Fake News Stories Reporters Have Run Since Trump Won',realDonaldTrump,78.25,4.8,14,6.2,9.08,4,7.29
8.29315036329963E+017,2017-02-08 13:04:47,"I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible, dangerous and wrong decision",realDonaldTrump,76.72,5.4,20.5130434783,7.1,9.55,4.75,9.7
8.2929956634436E+017,2017-02-08 12:03:18,"If the U.S. does not win this case as it so obviously should, we can never have the security and safety to which we are entitled. Politics!",realDonaldTrump,74.69,6.2,16.2888888889,5.1,6.43,6.25,7.81
8.29133645055136E+017,2017-02-08 01:04:00,"It is a disgrace that my full Cabinet is still not in place, the longest such delay in the history of our country. Obstruction by Democrats!",realDonaldTrump,75.2,6,19.5076923077,5.9,7.47,5.5,9.14
8.28797801630937E+017,2017-02-07 02:49:28,"The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!",realDonaldTrump,84.68,4.4,18.4666666667,7.3,9.85,5,8.84
8.28575949268607E+017,2017-02-06 12:07:55,"I call my own shots, largely based on an accumulation of data, and everyone knows it. Some FAKE NEWS media, in order to marginalize, lies!",realDonaldTrump,58.79,8.2,19.8,6.3,8.28,6.25,9.31
8.2857443080054E+017,2017-02-06 12:01:53,"Any negative polls are fake news, just like the CNN, ABC, NBC polls in the election. Sorry, people want border security and extreme vetting.",realDonaldTrump,67.76,6.8,21.8,7.6,10.14,5.5,10.15
8.28447350200926E+017,2017-02-06 03:36:54,"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow!",realDonaldTrump,86.71,3.7,18,4.1,6.47,4,8.87
8.28343072840901E+017,2017-02-05 20:42:33,I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!,realDonaldTrump,43.39,9.9,28.2181818182,8.9,12.1,5.5,12.79
8.28342202174669E+017,2017-02-05 20:39:05,Just cannot  believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!,realDonaldTrump,80.28,4.1,20.2,4.9,8.2,3,9.95
8.28042506851934E+017,2017-02-05 00:48:12,The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!,realDonaldTrump,75.71,5.8,21.4,6.3,8.28,5.25,9.94
8.28024835670413E+017,2017-02-04 23:37:59,"Why aren't the lawyers looking at and using the Federal Court decision in Boston, which is at conflict with ridiculous lift ban decision?",realDonaldTrump,56.59,11.1,28.5913043478,13.6,12.02,12.5,11.64
8.27996357252243E+017,2017-02-04 21:44:49,"Because the ban was lifted by a judge, many very bad and dangerous people may be pouring into our country. A terrible decision",realDonaldTrump,68.26,6.6,25.7304347826,5.6,7.75,4.75,11.76
8.27981079042806E+017,2017-02-04 20:44:07,"What is our country coming to when a judge can halt a Homeland Security travel ban and anyone, even with bad intentions, can come into U.S.?",realDonaldTrump,53.55,12.3,26.2461538462,12.4,8.65,14,10.39
8.27867311054975E+017,2017-02-04 13:12:02,"The opinion of this so-called judge, which essentially takes law-enforcement away from our country, is ridiculous and will be overturned!",realDonaldTrump,34.26,13.5,28,16.4,16.94,14,11.73
